InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
500047,P1005,Keyboard,Electronics,3,2025-04-30 13:49:00,1082.25,10006.0,India
500048,P1001,Wireless Mouse,Electronics,2,2025-12-05 21:01:00,803.07,10006.0,India
500048,P1011,Desk Lamp,Home,1,2025-12-05 21:01:00,1153.65,10006.0,India
500049,P1016,T-Shirt,Fashion,2,2025-08-04 16:07:00,600.69,10006.0,India
500050,P1002,Bluetooth Speaker,Electronics,3,2025-02-25 15:32:00,1504.72,10006.0,India
500050,P1017,Jeans,Fashion,2,2025-02-25 15:32:00,1506.3,10006.0,India
500051,P1004,Laptop Stand,Accessories,2,2025-09-03 21:25:00,989.37,10007.0,India
500051,P1003,USB-C Cable,Accessories,2,2025-09-03 21:25:00,290.2,10007.0,India
500051,P1009,Smart Watch,Electronics,3,2025-09-03 21:25:00,2924.88,10007.0,India
500051,P1011,Desk Lamp,Home,2,2025-09-03 21:25:00,1356.13,10007.0,India
500052,P1004,Laptop Stand,Accessories,3,2025-08-21 16:38:00,875.86,10007.0,India
500052,P1018,Sunglasses,Fashion,3,2025-08-21 16:38:00,916.48,10007.0,India
500052,P1008,Travel Backpack,Lifestyle,2,2025-08-21 16:38:00,1745.93,10007.0,India
500052,P1014,Fitness Band,Electronics,3,2025-08-21 16:38:00,1570.65,10007.0,India
500053,P1016,T-Shirt,Fashion,1,2025-12-07 12:23:00,522.53,10007.0,India
500053,P1014,Fitness Band,Electronics,1,2025-12-07 12:23:00,1792.65,10007.0,India
500054,P1018,Sunglasses,Fashion,3,2025-10-12 08:37:00,929.57,10008.0,India
500054,P1014,Fitness Band,Electronics,1,2025-10-12 08:37:00,1967.53,10008.0,India
500054,P1012,Coffee Mug,Home,1,2025-10-12 08:37:00,202.1,10008.0,India
500054,P1016,T-Shirt,Fashion,2,2025-10-12 08:37:00,640.6,10008.0,India
500054,P1018,Sunglasses,Fashion,3,2025-10-12 08:37:00,829.76,10008.0,India
500055,P1018,Sunglasses,Fashion,1,2025-04-26 20:27:00,918.6,10008.0,India
500055,P1009,Smart Watch,Electronics,1,2025-04-26 20:27:00,2807.31,10008.0,India
500055,P1010,Phone Cover,Accessories,3,2025-04-26 20:27:00,338.6,10008.0,India
500055,P1005,Keyboard,Electronics,5,2025-04-26 20:27:00,1236.73,10008.0,India
500055,P1001,Wireless Mouse,Electronics,1,2025-04-26 20:27:00,838.33,10008.0,India
500056,P1012,Coffee Mug,Home,3,2025-08-03 15:21:00,207.82,10008.0,India
500056,P1003,,Accessories,1,2025-08-03 15:21:00,278.4,10008.0,India
500057,P1015,Running Shoes,Fashion,4,2025-01-26 18:05:00,2491.83,10008.0,India
500057,P1009,Smart Watch,Electronics,2,2025-01-26 18:05:00,3151.91,10008.0,India
500057,P1014,Fitness Band,Electronics,1,2025-01-26 18:05:00,1721.01,10008.0,India
500058,P1002,Bluetooth Speaker,Electronics,2,2025-09-07 16:42:00,1467.6,10008.0,India
500058,P1001,Wireless Mouse,Electronics,2,2025-09-07 16:42:00,767.27,10008.0,India
500058,P1005,Keyboard,Electronics,3,2025-09-07 16:42:00,1148.51,10008.0,India
500059,P1005,Keyboard,Electronics,4,2025-09-12 19:27:00,1206.81,10008.0,India
500059,P1018,Sunglasses,Fashion,3,2025-09-12 19:27:00,822.06,10008.0,India
500060,P1003,USB-C Cable,Accessories,3,2025-01-22 14:01:00,303.53,10008.0,India
500060,P1014,Fitness Band,Electronics,3,2025-01-22 14:01:00,1660.54,10008.0,India
500060,P1011,Desk Lamp,Home,2,2025-01-22 14:01:00,1377.28,10008.0,India
500060,P1012,Coffee Mug,Home,1,2025-01-22 14:01:00,196.48,10008.0,India
500061,P1013,Headphones,Electronics,2,2025-10-29 14:33:00,2191.75,10009.0,India
500062,P1017,Jeans,Fashion,3,2025-03-28 09:32:00,1426.05,10009.0,India
500063,P1008,Travel Backpack,Lifestyle,1,2025-06-29 19:52:00,1676.48,10009.0,India
500063,P1005,Keyboard,Electronics,3,2025-06-29 19:52:00,1042.31,10009.0,India
500064,P1015,Running Shoes,Fashion,3,2025-11-18 15:29:00,2575.44,10009.0,India
500064,P1011,Desk Lamp,Home,3,2025-11-18 15:29:00,1188.67,10009.0,India
500064,P1016,T-Shirt,Fashion,2,2025-11-18 15:29:00,584.0,10009.0,India
500064,P1002,Bluetooth Speaker,Electronics,2,2025-11-18 15:29:00,1426.14,10009.0,India
500064,P1015,Running Shoes,Fashion,1,2025-11-18 15:29:00,2163.66,10009.0,India
500065,P1017,Jeans,Fashion,2,2025-02-09 18:55:00,1507.72,10009.0,India
500066,P1007,Water Bottle,Lifestyle,2,2025-01-22 15:58:00,387.01,10009.0,India
500066,P1002,Bluetooth Speaker,Electronics,2,2025-01-22 15:58:00,1311.12,10009.0,India
500066,P1011,Desk Lamp,Home,3,2025-01-22 15:58:00,1131.46,10009.0,India
500066,P1002,Bluetooth Speaker,Electronics,1,2025-01-22 15:58:00,1483.18,10009.0,India
500066,P1017,Jeans,Fashion,3,2025-01-22 15:58:00,1552.41,10009.0,India
500067,P1002,Bluetooth Speaker,Electronics,7,2025-07-18 14:49:00,1774.64,10010.0,India
500067,P1004,Laptop Stand,Accessories,6,2025-07-18 14:49:00,1189.84,10010.0,India
500067,P1005,Keyboard,Electronics,4,2025-07-18 14:49:00,1263.44,10010.0,India
500068,P1005,Keyboard,Electronics,6,2025-06-29 12:41:00,1436.44,10010.0,India
500068,P1018,Sunglasses,Fashion,5,2025-06-29 12:41:00,1063.52,10010.0,India
500068,P1005,Keyboard,Electronics,7,2025-06-29 12:41:00,1434.78,10010.0,India
500068,P1017,Jeans,Fashion,2,2025-06-29 12:41:00,1892.55,10010.0,India
500069,P1006,Notebook Pack,Stationery,3,2025-07-05 08:23:00,277.29,10010.0,India
500069,P1007,Water Bottle,Lifestyle,3,2025-07-05 08:23:00,504.73,10010.0,India
500069,P1010,Phone Cover,Accessories,2,2025-07-05 08:23:00,401.97,10010.0,India
500070,P1005,Keyboard,Electronics,6,2025-09-27 08:42:00,1344.85,10010.0,India
500070,P1006,Notebook Pack,Stationery,7,2025-09-27 08:42:00,282.78,10010.0,India
500070,P1008,Travel Backpack,Lifestyle,5,2025-09-27 08:42:00,2232.15,10010.0,India
500071,P1010,Phone Cover,Accessories,5,2025-08-18 11:34:00,433.78,10010.0,India
500071,P1015,Running Shoes,Fashion,5,2025-08-18 11:34:00,3028.72,10010.0,India
500072,P1007,Water Bottle,Lifestyle,6,2025-09-15 16:26:00,425.67,10010.0,India
500072,P1016,T-Shirt,Fashion,4,2025-09-15 16:26:00,696.36,10010.0,India
500073,P1003,USB-C Cable,Accessories,3,2025-09-22 21:07:00,328.22,10010.0,India
500073,P1005,Keyboard,Electronics,5,2025-09-22 21:07:00,1266.26,10010.0,India
500073,P1015,Running Shoes,Fashion,4,2025-09-22 21:07:00,3121.27,10010.0,India
500074,P1013,Headphones,Electronics,2,2025-07-22 16:23:00,2465.58,10010.0,India
500074,P1004,Laptop Stand,Accessories,7,2025-07-22 16:23:00,1183.31,10010.0,India
500075,P1005,Keyboard,Electronics,7,2025-03-12 08:18:00,1370.33,10010.0,India
500075,P1003,USB-C Cable,Accessories,2,2025-03-12 08:18:00,327.06,10010.0,India
500075,P1018,Sunglasses,Fashion,7,2025-03-12 08:18:00,1056.36,10010.0,India
500075,P1010,Phone Cover,Accessories,3,2025-03-12 08:18:00,385.39,10010.0,India
500076,P1015,Running Shoes,Fashion,2,2025-08-03 18:50:00,2650.18,10010.0,India
500076,P1018,Sunglasses,Fashion,2,2025-08-03 18:50:00,1061.13,10010.0,India
500076,P1005,Keyboard,Electronics,4,2025-08-03 18:50:00,1359.34,10010.0,India
500076,P1008,Travel Backpack,Lifestyle,6,2025-08-03 18:50:00,2147.41,10010.0,India
500076,P1003,USB-C Cable,Accessories,6,2025-08-03 18:50:00,376.49,10010.0,India
500077,P1018,Sunglasses,Fashion,2,2025-09-27 16:32:00,1011.2,10010.0,India
500077,P1013,Headphones,Electronics,4,2025-09-27 16:32:00,2404.25,10010.0,India
500077,P1003,USB-C Cable,Accessories,4,2025-09-27 16:32:00,326.05,10010.0,India
500077,P1004,Laptop Stand,Accessories,6,2025-09-27 16:32:00,1202.89,10010.0,India
500077,P1002,Bluetooth Speaker,Electronics,4,2025-09-27 16:32:00,1739.71,10010.0,India
500078,P1016,T-Shirt,Fashion,7,2025-03-31 21:49:00,645.08,10010.0,India
500078,P1015,Running Shoes,Fashion,2,2025-03-31 21:49:00,2755.13,10010.0,India
500078,P1007,Water Bottle,Lifestyle,2,2025-03-31 21:49:00,441.93,10010.0,India
500078,P1013,Headphones,Electronics,6,2025-03-31 21:49:00,2515.4,10010.0,India
500079,P1002,Bluetooth Speaker,Electronics,7,2025-11-28 11:18:00,1665.9,10010.0,India
500079,P1012,Coffee Mug,Home,5,2025-11-28 11:18:00,246.68,10010.0,India
500079,P1013,Headphones,Electronics,4,2025-11-28 11:18:00,2768.45,10010.0,India
500080,P1009,Smart Watch,Electronics,2,2025-09-12 13:59:00,3605.48,10010.0,India
500080,P1006,Notebook Pack,Stationery,6,2025-09-12 13:59:00,274.54,10010.0,India
500080,P1011,Desk Lamp,Home,7,2025-09-12 13:59:00,1432.79,10010.0,India
500080,P1014,Fitness Band,Electronics,3,2025-09-12 13:59:00,2147.37,10010.0,India
500080,P1002,Bluetooth Speaker,Electronics,7,2025-09-12 13:59:00,1851.43,10010.0,India
500081,P1003,USB-C Cable,Accessories,7,2025-05-21 18:50:00,353.31,10011.0,United Kingdom
500082,P1015,Running Shoes,Fashion,2,2025-12-14 10:01:00,2659.02,10011.0,United Kingdom
500082,P1012,Coffee Mug,Home,4,2025-12-14 10:01:00,223.49,10011.0,United Kingdom
500083,P1012,Coffee Mug,Home,4,2025-11-06 10:43:00,226.28,10011.0,United Kingdom
500083,P1005,Keyboard,Electronics,6,2025-11-06 10:43:00,1342.16,10011.0,United Kingdom
500083,P1009,Smart Watch,Electronics,3,2025-11-06 10:43:00,3766.5,10011.0,United Kingdom
500083,P1006,Notebook Pack,Stationery,5,2025-11-06 10:43:00,287.37,10011.0,United Kingdom
500084,P1015,Running Shoes,Fashion,3,2025-03-02 12:49:00,3159.15,10011.0,United Kingdom
500084,P1016,T-Shirt,Fashion,3,2025-03-02 12:49:00,636.86,10011.0,United Kingdom
500084,P1015,Running Shoes,Fashion,3,2025-03-02 12:49:00,3103.0,10011.0,United Kingdom
500085,P1012,Coffee Mug,Home,7,2025-02-14 20:43:00,208.94,10011.0,United Kingdom
500085,P1010,Phone Cover,Accessories,3,2025-02-14 20:43:00,418.35,10011.0,United Kingdom
500085,P1006,Notebook Pack,Stationery,4,2025-02-14 20:43:00,286.85,10011.0,United Kingdom
500086,P1016,T-Shirt,Fashion,2,2025-04-13 20:08:00,669.69,10011.0,United Kingdom
500086,P1015,Running Shoes,Fashion,6,2025-04-13 20:08:00,2661.05,10011.0,United Kingdom
500087,P1017,Jeans,Fashion,5,2025-02-03 12:25:00,1937.84,10011.0,United Kingdom
500087,P1003,USB-C Cable,Accessories,3,2025-02-03 12:25:00,376.34,10011.0,United Kingdom
500087,P1015,Running Shoes,Fashion,5,2025-02-03 12:25:00,2977.37,10011.0,United Kingdom
500087,P1018,Sunglasses,Fashion,7,2025-02-03 12:25:00,1052.0,10011.0,United Kingdom
500088,P1004,Laptop Stand,Accessories,6,2025-03-08 14:32:00,1069.12,10011.0,United Kingdom
500089,P1012,Coffee Mug,Home,6,2025-06-15 22:45:00,246.93,10011.0,United Kingdom
500089,P1009,Smart Watch,Electronics,3,2025-06-15 22:45:00,3542.01,10011.0,United Kingdom
500090,P1018,Sunglasses,Fashion,2,2025-03-06 18:19:00,1034.38,10011.0,United Kingdom
500090,P1005,Keyboard,Electronics,3,2025-03-06 18:19:00,1422.62,10011.0,United Kingdom
500090,P1011,Desk Lamp,Home,6,2025-03-06 18:19:00,1356.77,10011.0,United Kingdom
500090,P1003,USB-C Cable,Accessories,2,2025-03-06 18:19:00,374.7,10011.0,United Kingdom
500090,P1009,Smart Watch,Electronics,7,2025-03-06 18:19:00,3249.37,10011.0,United Kingdom
500091,P1018,Sunglasses,Fashion,4,2025-11-13 18:01:00,1063.19,10011.0,United Kingdom
500091,P1008,Travel Backpack,Lifestyle,7,2025-11-13 18:01:00,2142.83,10011.0,United Kingdom
500091,P1002,Bluetooth Speaker,Electronics,3,2025-11-13 18:01:00,1703.03,10011.0,United Kingdom
500091,P1007,Water Bottle,Lifestyle,4,2025-11-13 18:01:00,468.64,10011.0,United Kingdom
500092,P1013,Headphones,Electronics,3,2025-06-13 19:55:00,2660.69,10011.0,United Kingdom
500092,P1004,Laptop Stand,Accessories,4,2025-06-13 19:55:00,1089.51,10011.0,United Kingdom
500092,P1015,Running Shoes,Fashion,3,2025-06-13 19:55:00,2667.44,10011.0,United Kingdom
